Staff ID,Last Name, First Name,Address,City,State,State Name,Zip Code,Home Phone,Date Hired,Dept ID,Location,Work Phone,Mail Stop,Budget,Pay Grade,Monthly Salary,Retirement Vested,Health Plan,Supr ID, Last Name,First Name,
15453,Shepard,Dan,37201 Military Rd. South,Auburn,WA,Washington,98001,(253) 833-1545,8/15/1992,ENGR,Renton,(425) 393-1545,XJ-67,E-1089,20,"$7,249.73",TRUE,Group Health,19739,Rogers,Dave,
15499,Irwin,Bob,941 Powell Ave. S. W. Ste. 109,Renton,WA,Washington,98055,(425) 227-1549,9/30/1992,PROD,Seattle,(206) 221-1549,QR-31,R-5321,20,"$7,249.73",TRUE,Regence,19589,Adams,Wes,
15515,Gallagher,Kay,"222 ""A"" Street S. E.",Auburn,WA,Washington,98002,(253) 833-1551,10/16/1992,PROD,Renton,(425) 393-1551,PB-21,R-1779,1,"$1,455.70",TRUE,Group Health,12655,Borman,Frank,
15516,Walker,William,500 26th N. E.,Auburn,WA,Washington,98002,(253) 833-1551,10/16/1992,PROD,Seattle,(206) 221-1551,QR-07,R-2661,10,"$3,682.40",TRUE,Group Health,11249,Lancaster,Eleanor,
15529,Ferraro,Dorothy,307 S. Central Ave.,Kent,WA,Washington,98032,(253) 872-1552,10/30/1992,PROD,Renton,(425) 393-1552,PB-14,R-1779,2,"$1,657.08",TRUE,Group Health,15131,Goldberg,Molly,
15600,Howard,Robert,2802 Auburn Way North,Auburn,WA,Washington,98002,(253) 833-1560,1/9/1993,MKTG,Bellevue,(425) 882-1560,RL-27,M-1211,11,"$3,987.36",TRUE,Regence,22460,Slatta,Barry,
15602,Perkins,Leslie,17900 Talbot Rd. S.,Renton,WA,Washington,98055,(425) 227-1560,1/11/1993,ACCT,Seattle,(206) 221-1560,BX-45,A-1834,9,"$3,388.95",TRUE,Regence,22037,Johnson,Peter,
15604,Barnes,Fannie,12565 S. E. Green Valley Rd.,Auburn,WA,Washington,98002,(253) 833-1560,1/13/1993,PROD,Renton,(425) 393-1560,PB-21,R-1779,11,"$3,987.36",TRUE,Regence,12655,Borman,Frank,
15608,Montrose,Charlie,275 Bronson Way N. E.,Renton,WA,Washington,98056,(425) 226-1560,1/17/1993,ENGR,Renton,(425) 393-1560,XJ-67,E-1089,13,"$4,631.76",TRUE,Regence,19739,Rogers,Dave,
15833,Flores,Dick,1800 One Union Square,Seattle,WA,Washington,98101,(206) 452-1583,8/30/1993,PROD,Seattle,(206) 221-1583,QR-07,R-2661,17,"$6,058.71",TRUE,Group Health,11249,Lancaster,Eleanor,
15845,Nance,Valerie,102 Lake Ave. S.,Renton,WA,Washington,98055,(425) 227-1584,9/11/1993,PROD,Seattle,(206) 221-1584,QR-12,R-2661,18,"$6,444.20",TRUE,Regence,11157,Hill,Erica,
15897,Finch,Donna,1507 S. Central Ave.,Kent,WA,Washington,98032,(253) 872-1589,11/2/1993,SALE,Bellevue,(425) 882-1589,HG-12,S-3006,18,"$6,444.20",TRUE,Group Health,15907,Stewart,Robert,
15906,Schmidt,Mary,960 E Main St.,Auburn,WA,Washington,98002,(253) 833-1590,11/11/1993,PROD,Seattle,(206) 221-1590,QR-19,R-5321,6,"$2,577.68",TRUE,Regence,22056,Harrison,Bill,
15907,Stewart,Robert,760 thomas Ave. S. W.,Renton,WA,Washington,98055,(425) 227-1590,11/12/1993,SALE,Bellevue,(425) 882-1590,HG-12,S-3006,22,"$8,387.61",TRUE,Regence,22416,Buckle,Susan,
15943,Moorman,Janice,1415 North 24th,Renton,WA,Washington,98056,(425) 226-1594,12/18/1993,PROD,Seattle,(206) 221-1594,QR-27,R-2661,19,"$6,841.20",TRUE,Kaiser Permanente,13668,Jarrett,Lynn,
15992,Thompson,Tom,2838 N. E. Sunset Blvd.,Renton,WA,Washington,98056,(425) 226-1599,2/5/1994,ACCT,Seattle,(206) 221-1599,BX-45,A-1834,8,"$3,107.03",TRUE,Regence,22037,Johnson,Peter,
16023,Woodley,Francis,3202 C St. N. E.,Auburn,WA,Washington,98002,(253) 833-1602,3/8/1994,PROD,Seattle,(206) 221-1602,QR-35,R-2661,14,"$4,971.24",TRUE,Regence,19758,Mosley,Marsha,
16057,Barnum,Adrian,4430 Talbot Rd. S.,Renton,WA,Washington,98055,(425) 227-1605,4/11/1994,SALE,Bellevue,(425) 882-1605,HG-12,S-3006,4,"$2,094.37",TRUE,Kaiser Permanente,15907,Stewart,Robert,
16118,Preston,Ken,2595 Auburn Way North,Auburn,WA,Washington,98002,(253) 833-1611,6/11/1994,PROD,Seattle,(206) 221-1611,QR-12,R-2661,6,"$2,577.68",TRUE,Regence,11157,Hill,Erica,
16237,Fisher,Scott,3016 Auburn Way North,Auburn,WA,Washington,98002,(253) 833-1623,10/8/1994,SALE,Bellevue,(425) 882-1623,HG-12,S-3006,2,"$1,657.08",TRUE,Group Health,15907,Stewart,Robert,
16240,Crowe,Dan,4150 Lind Ave. S. W.,Renton,WA,Washington,98055,(425) 227-1624,10/11/1994,MKTG,Bellevue,(425) 882-1624,RL-27,M-1211,12,"$4,303.81",TRUE,Group Health,22460,Slatta,Barry,
16332,Fairchild,Earl,1809 Howard Rd.,Auburn,WA,Washington,98002,(253) 833-1633,1/11/1995,ACCT,Renton,(425) 393-1633,BB-27,A-1834,7,"$2,836.59",TRUE,Regence,20002,Carrera,Barbara,
16519,Kennedy,Phyllis,15 S. Grady Way,Renton,WA,Washington,98055,(425) 227-1651,7/17/1995,PROD,Renton,(425) 393-1651,PB-14,R-1779,8,"$3,107.03",TRUE,Kaiser Permanente,15131,Goldberg,Molly,
16545,Longo,Roger,1520 S. W. Grady Way,Renton,WA,Washington,98055,(425) 227-1654,8/12/1995,PROD,Renton,(425) 393-1654,PB-18,R-1779,16,"$5,684.71",TRUE,Group Health,10001,Sullivan,Frank,
16565,Joyce,Darryl,1600 S. W. 43rd,Renton,WA,Washington,98055,(425) 227-1656,9/1/1995,ENGR,Renton,(425) 393-1656,XJ-67,E-1089,18,"$6,444.20",TRUE,Group Health,20026,Morgan,Dave,
16668,Burstein,Steve,4224 East Valley Hwy.,Renton,WA,Washington,98055,(425) 227-1666,12/13/1995,PROD,Renton,(425) 393-1666,PB-14,R-1779,2,"$1,657.08",TRUE,Kaiser Permanente,15131,Goldberg,Molly,
16698,Roosevelt,John,1800 Duvall Ave. N. E.,Renton,WA,Washington,98056,(425) 226-1669,1/12/1996,PROD,Seattle,(206) 221-1669,QR-31,R-5321,10,"$3,682.40",TRUE,Regence,15499,Irwin,Bob,
16703,Channing,Carolyn,8223 S. 222nd,Kent,WA,Washington,98032,(253) 872-1670,1/17/1996,PROD,Seattle,(206) 221-1670,QR-10,R-2661,14,"$4,971.24",TRUE,Regence,20838,Kramer,Peggy,
17123,Watkins,Rose,60 37th St. N. E.,Auburn,WA,Washington,98002,(253) 833-1712,3/12/1997,PROD,Seattle,(206) 221-1712,QR-27,R-2661,7,"$2,836.59",TRUE,Group Health,13668,Jarrett,Lynn,
17419,Gifford,Al,"1314 S. Central Ave., #200",Kent,WA,Washington,98032,(253) 872-1741,1/2/1998,PROD,Renton,(425) 393-1741,PB-14,R-1779,12,"$4,303.81",TRUE,Kaiser Permanente,15131,Goldberg,Molly,
17488,Morris,Fred,723 S. W. 10th St.,Renton,WA,Washington,98055,(425) 227-1748,3/12/1998,PROD,Seattle,(206) 221-1748,QR-12,R-2661,8,"$3,107.03",TRUE,Group Health,11157,Hill,Erica,
17499,Martin,Carol,311 S. Washington,Kent,WA,Washington,98032,(253) 872-1749,3/23/1998,PROD,Seattle,(206) 221-1749,QR-31,R-5321,19,"$6,841.20",TRUE,Group Health,15499,Irwin,Bob,
17516,Davidson,Katharine,"6845 S. 220, Bldg. D",Kent,WA,Washington,98032,(253) 872-1751,4/9/1998,PROD,Seattle,(206) 221-1751,QR-06,R-5321,12,"$4,303.81",TRUE,Kaiser Permanente,20080,Stone,Doris,
17575,Snyder,Ted,3001 East Valley Hwy.,Renton,WA,Washington,98055,(425) 227-1757,6/7/1998,PROD,Renton,(425) 393-1757,PB-21,R-1779,9,"$3,388.95",TRUE,Group Health,12655,Borman,Frank,
17576,Harper,Rita,1410 North 30th,Renton,WA,Washington,98056,(425) 226-1757,6/7/1998,PROD,Seattle,(206) 221-1757,QR-31,R-5321,5,"$2,330.26",TRUE,Group Health,15499,Irwin,Bob,
17606,Webb,Richard,1234 Central Ave. N.,Kent,WA,Washington,98032,(253) 872-1760,7/8/1998,PROD,Renton,(425) 393-1760,PB-21,R-1779,11,"$3,987.36",TRUE,Regence,12655,Borman,Frank,
17823,Hoffman,Rita,3605 132nd Ave. S.E. #300,Bellevue,WA,Washington,98006,(425) 775-1782,2/10/1999,PROD,Seattle,(206) 221-1782,QR-35,R-2661,16,"$5,684.71",TRUE,Regence,19758,Mosley,Marsha,
17960,Thompson,Douglas,640 S. Central Ave.,Kent,WA,Washington,98032,(253) 872-1796,6/27/1999,MKTG,Bellevue,(425) 882-1796,RL-27,M-1211,11,"$3,987.36",TRUE,Regence,13040,Reynolds,Jonathan,
17996,Barker,William,930 E. James St.,Kent,WA,Washington,98031,(253) 872-1799,8/2/1999,PROD,Seattle,(206) 221-1799,QR-19,R-5321,9,"$3,388.95",TRUE,Kaiser Permanente,22056,Harrison,Bill,
18085,Stevens,Judith,130 37th St. N. E.,Auburn,WA,Washington,98002,(253) 833-1808,10/30/1999,PROD,Renton,(425) 393-1808,PB-14,R-1779,10,"$3,682.40",TRUE,Group Health,15131,Goldberg,Molly,
18093,Erickson,Lauren,1435 S. E. 322nd Pl.,Auburn,WA,Washington,98002,(253) 833-1809,11/7/1999,PROD,Seattle,(206) 221-1809,QR-06,R-5321,15,"$5,322.23",TRUE,Group Health,20080,Stone,Doris,
18160,Brandon,Bill,12886 Interurban,Seattle,WA,Washington,98168,(206) 452-1816,1/13/2000,MKTG,Bellevue,(425) 882-1816,RL-27,M-1211,14,"$4,971.24",TRUE,Regence,13040,Reynolds,Jonathan,
18166,Grant,Harry,240 Auburn Way S Ste. 1B,Auburn,WA,Washington,98002,(253) 833-1816,1/19/2000,PROD,Renton,(425) 393-1816,PB-21,R-1779,12,"$4,303.81",TRUE,Regence,12655,Borman,Frank,
18175,Sanders,Carl,1025 S. 3rd Ste. C,Renton,WA,Washington,98055,(425) 227-1817,1/28/2000,PROD,Renton,(425) 393-1817,PB-14,R-1779,14,"$4,971.24",TRUE,Regence,15131,Goldberg,Molly,
18218,Tyson,Thomas,401 Lund Rd.,Auburn,WA,Washington,98001,(253) 833-1821,3/11/2000,PROD,Renton,(425) 393-1821,PB-18,R-1779,14,"$4,971.24",TRUE,Group Health,10001,Sullivan,Frank,
18249,McDonald,Ronald,3330 E. Valley Rd.,Renton,WA,Washington,98055,(425) 227-1824,4/11/2000,PROD,Seattle,(206) 221-1824,QR-07,R-2661,6,"$2,577.68",TRUE,Kaiser Permanente,11249,Lancaster,Eleanor,
18279,Davis,Oscar,271 Rainier Ave. North,Renton,WA,Washington,98055,(425) 227-1827,5/11/2000,PROD,Renton,(425) 393-1827,PB-14,R-1779,13,"$4,631.76",TRUE,Group Health,15131,Goldberg,Molly,
18308,Parks,Lois,13324 302nd Pl. S. E.,Auburn,WA,Washington,98002,(253) 833-1830,6/9/2000,PROD,Seattle,(206) 221-1830,QR-27,R-2661,13,"$4,631.76",TRUE,Regence,13668,Jarrett,Lynn,
18399,Oates,Buddy,3172 N. E. Sunset Blvd.,Renton,WA,Washington,98056,(425) 226-1839,9/8/2000,PROD,Renton,(425) 393-1839,PB-18,R-1779,9,"$3,388.95",TRUE,Regence,10001,Sullivan,Frank,
18411,Svenson,Victoria,525 C St. N. W.,Auburn,WA,Washington,98001,(253) 833-1841,9/21/2000,PROD,Renton,(425) 393-1841,PB-18,R-1779,13,"$4,631.76",TRUE,Regence,10001,Sullivan,Frank,
18412,Isaacs,Rick,73 Burnett Ave. South,Renton,WA,Washington,98055,(425) 227-1841,9/21/2000,ACCT,Renton,(425) 393-1841,BB-27,A-1834,7,"$2,836.59",TRUE,Regence,20002,Carrera,Barbara,
18510,Browne,Marilyn,1216 6th Ave. N.,Kent,WA,Washington,98032,(253) 872-1851,12/28/2000,MKTG,Bellevue,(425) 882-1851,RL-27,M-1211,9,"$3,388.95",TRUE,Kaiser Permanente,13040,Reynolds,Jonathan,
18572,Henderson,Peter,715 S. 3rd St.,Renton,WA,Washington,98055,(425) 227-1857,2/28/2001,ACCT,Seattle,(206) 221-1857,BX-45,A-1834,7,"$2,836.59",TRUE,Regence,22037,Johnson,Peter,
18765,West,John,1001 C St. S. W.,Auburn,WA,Washington,98001,(253) 833-1876,9/9/2001,PROD,Renton,(425) 393-1876,PB-21,R-1779,15,"$5,322.23",TRUE,Regence,12655,Borman,Frank,
18796,Bush,Julie,2925 Auburn Way North,Auburn,WA,Washington,98002,(253) 833-1879,10/10/2001,PROD,Seattle,(206) 221-1879,QR-19,R-5321,18,"$6,444.20",TRUE,Group Health,22056,Harrison,Bill,
18803,Meredith,Patricia,13224 160th Ave S. E.,Renton,WA,Washington,98056,(425) 226-1880,10/17/2001,PROD,Seattle,(206) 221-1880,QR-35,R-2661,6,"$2,577.68",TRUE,Group Health,19758,Mosley,Marsha,
18870,Hudson,Joyce,710 S. 2nd,Renton,WA,Washington,98055,(425) 227-1887,12/23/2001,MKTG,Bellevue,(425) 882-1887,RL-27,M-1211,7,"$2,836.59",TRUE,Kaiser Permanente,12810,Shavers,Robert,
18943,Carvallo,Joe,24830 136th Ave. S.E.,Kent,WA,Washington,98042,(253) 872-1894,3/6/2002,PROD,Renton,(425) 393-1894,PB-18,R-1779,7,"$2,836.59",TRUE,Regence,10001,Sullivan,Frank,
19009,Green,Milt,13306 S.E. 240th,Kent,WA,Washington,98042,(253) 872-1900,5/11/2002,PROD,Seattle,(206) 221-1900,QR-10,R-2661,6,"$2,577.68",TRUE,Group Health,20838,Kramer,Peggy,
19038,Smith,Sam,865 Rainier Ave. North #C-100,Renton,WA,Washington,98055,(425) 227-1903,6/9/2002,PROD,Renton,(425) 393-1903,PB-14,R-1779,6,"$2,577.68",TRUE,Regence,15131,Goldberg,Molly,
19042,Baker,Gerald,6020 S. 190th,Kent,WA,Washington,98032,(253) 872-1904,6/13/2002,ACCT,Seattle,(206) 221-1904,BX-45,A-1834,6,"$2,577.68",TRUE,Regence,22037,Johnson,Peter,
19073,Foster,Sandra,20848 77th Ave. S.,Kent,WA,Washington,98032,(253) 872-1907,7/14/2002,PROD,Seattle,(206) 221-1907,QR-06,R-5321,15,"$5,322.23",TRUE,Kaiser Permanente,20080,Stone,Doris,
19084,Rice,Ken,717 Auburn Way North,Auburn,WA,Washington,98002,(253) 833-1908,7/25/2002,PROD,Renton,(425) 393-1908,PB-18,R-1779,8,"$3,107.03",TRUE,Kaiser Permanente,10001,Sullivan,Frank,
19094,Burton,Ken,240 S. W. 43rd,Renton,WA,Washington,98055,(425) 227-1909,8/4/2002,PROD,Seattle,(206) 221-1909,QR-27,R-2661,4,"$2,094.37",TRUE,Kaiser Permanente,13668,Jarrett,Lynn,
19109,Foster,Bill,8240 S. 228th,Kent,WA,Washington,98032,(253) 872-1910,8/19/2002,PROD,Renton,(425) 393-1910,PB-14,R-1779,14,"$4,971.24",TRUE,Group Health,15131,Goldberg,Molly,
19138,Lynley,Susan,1435 R St. N. W.,Auburn,WA,Washington,98001,(253) 833-1913,9/17/2002,PROD,Seattle,(206) 221-1913,QR-10,R-2661,14,"$4,971.24",TRUE,Regence,20838,Kramer,Peggy,
19216,Jefferson,Vernon,2423 Lind Ave West,Renton,WA,Washington,98055,(425) 227-1921,12/4/2002,PROD,Renton,(425) 393-1921,PB-21,R-1779,16,"$5,684.71",TRUE,Regence,12655,Borman,Frank,
19283,Burley,Diane,22145 68th Ave. S.,Kent,WA,Washington,98032,(253) 872-1928,2/9/2003,PROD,Seattle,(206) 221-1928,QR-10,R-2661,3,"$1,869.98",TRUE,Regence,20838,Kramer,Peggy,
19308,Stevens,Doris,701 A St. N. E.,Auburn,WA,Washington,98002,(253) 833-1930,3/6/2003,PROD,Renton,(425) 393-1930,PB-18,R-1779,12,"$4,303.81",TRUE,Regence,10001,Sullivan,Frank,
19420,Logan,Louise,700 Powell Ave. S. W.,Renton,WA,Washington,98055,(425) 227-1942,6/26/2003,MKTG,Bellevue,(425) 882-1942,RL-27,M-1211,10,"$3,682.40",TRUE,Regence,12810,Shavers,Robert,
19444,Newman,George,39015 172nd S. E.,Auburn,WA,Washington,98002,(253) 833-1944,7/20/2003,PROD,Seattle,(206) 221-1944,QR-35,R-2661,3,"$1,869.98",TRUE,Kaiser Permanente,19758,Mosley,Marsha,
19477,Monroe,Peter,224 G St. S. W.,Auburn,WA,Washington,98001,(253) 833-1947,8/22/2003,SALE,Bellevue,(425) 882-1947,HG-12,S-3006,4,"$2,094.37",TRUE,Group Health,15907,Stewart,Robert,
19535,Wilde,Jack,907 thomas S. W.,Renton,WA,Washington,98055,(425) 227-1953,10/19/2003,PROD,Seattle,(206) 221-1953,QR-06,R-5321,7,"$2,836.59",TRUE,Group Health,20080,Stone,Doris,
19589,Adams,Wes,3132 C N. E.,Auburn,WA,Washington,98002,(253) 833-1958,12/12/2003,PROD,Seattle,(206) 221-1958,QR-07,R-2661,22,"$8,387.61",TRUE,Kaiser Permanente,22416,Buckle,Susan,
19596,Greenstein,Lee,3220 B St. S. E.,Auburn,WA,Washington,98002,(253) 833-1959,12/19/2003,PROD,Seattle,(206) 221-1959,QR-27,R-2661,9,"$3,388.95",TRUE,Kaiser Permanente,13668,Jarrett,Lynn,
19622,Roberts,Dick,22737 72nd Ave. S. #C,Kent,WA,Washington,98032,(253) 872-1962,1/14/2004,ACCT,Seattle,(206) 221-1962,BX-45,A-1834,5,"$2,330.26",TRUE,Regence,22037,Johnson,Peter,
19739,Rogers,Dave,502 16th N. E.,Auburn,WA,Washington,98002,(253) 833-1973,5/10/2004,ENGR,Renton,(425) 393-1973,XJ-67,E-1089,20,"$7,249.73",TRUE,Group Health,19589,Adams,Wes,
19758,Mosley,Marsha,602 Auburn Way South,Auburn,WA,Washington,98002,(253) 833-1975,5/29/2004,PROD,Seattle,(206) 221-1975,QR-35,R-2661,20,"$7,249.73",TRUE,Group Health,19589,Adams,Wes,
19799,Byrd,John,858 Lind Ave. S. W.,Renton,WA,Washington,98055,(425) 227-1979,7/9/2004,PROD,Seattle,(206) 221-1979,QR-10,R-2661,15,"$5,322.23",TRUE,Kaiser Permanente,20838,Kramer,Peggy,
19849,Cappa,Steven,333 Rainier Ave. North Ste. 10,Renton,WA,Washington,98055,(425) 227-1984,8/28/2004,PROD,Seattle,(206) 221-1984,QR-27,R-2661,18,"$6,444.20",TRUE,Group Health,13668,Jarrett,Lynn,
19932,Murray,Beverly,7867 S. 180th St.,Kent,WA,Washington,98032,(253) 872-1993,11/19/2004,ACCT,Renton,(425) 393-1993,BB-27,A-1834,4,"$2,094.37",TRUE,Regence,20002,Carrera,Barbara,
19948,Parsons,Mitch,301 Grady Way,Renton,WA,Washington,98055,(425) 227-1994,12/5/2004,PROD,Seattle,(206) 221-1994,QR-27,R-2661,8,"$3,107.03",TRUE,Regence,13668,Jarrett,Lynn,
19984,Tyler,Walter,19201 108th S. E.,Renton,WA,Washington,98055,(425) 227-1998,1/10/2005,PROD,Seattle,(206) 221-1998,QR-10,R-2661,16,"$5,684.71",TRUE,Regence,20838,Kramer,Peggy,
19986,Silkwood,Pat,220 8th St. S. E.,Auburn,WA,Washington,98002,(253) 833-1998,1/12/2005,PROD,Renton,(425) 393-1998,PB-21,R-1779,13,"$4,631.76",TRUE,Regence,12655,Borman,Frank,
20002,Carrera,Barbara,15 S. Grady Way,Renton,WA,Washington,98055,(425) 227-2000,1/28/2005,ACCT,Renton,(425) 393-2000,BB-27,A-1834,19,"$6,841.20",TRUE,Regence,19589,Adams,Wes,
20009,Hayes,Thomas,1425 22nd St. N. W. Ste. E,Auburn,WA,Washington,98001,(253) 833-2000,2/4/2005,PROD,Renton,(425) 393-2000,PB-14,R-1779,4,"$2,094.37",TRUE,Regence,15131,Goldberg,Molly,
20013,Feinstein,Eric,2220 Auburn Way North,Auburn,WA,Washington,98002,(253) 833-2001,2/8/2005,PROD,Renton,(425) 393-2001,PB-14,R-1779,16,"$5,684.71",TRUE,Regence,15131,Goldberg,Molly,
20026,Morgan,Dave,2319 Lind Ave. S. W.,Renton,WA,Washington,98055,(425) 227-2002,2/21/2005,ENGR,Renton,(425) 393-2002,XJ-67,E-1089,22,"$8,387.61",TRUE,Regence,22416,Buckle,Susan,
20080,Stone,Doris,521 W. Washington Ave.,Kent,WA,Washington,98032,(253) 872-2008,4/16/2005,MKTG,Bellevue,(425) 882-2008,RL-27,M-1211,18,"$6,444.20",TRUE,Kaiser Permanente,13040,Reynolds,Jonathan,
20164,Lockwood,Duncan,1701 Pike St. N. W.,Auburn,WA,Washington,98001,(253) 833-2016,7/9/2005,PROD,Renton,(425) 393-2016,PB-21,R-1779,7,"$2,836.59",TRUE,Kaiser Permanente,12655,Borman,Frank,
20226,Harrigan,Rebecca,1721 W. Valley Hwy. North,Auburn,WA,Washington,98001,(253) 833-2022,9/11/2005,PROD,Renton,(425) 393-2022,PB-14,R-1779,12,"$4,303.81",TRUE,Regence,15131,Goldberg,Molly,
20228,Erlinger,Robert,1308 W. Main,Auburn,WA,Washington,98001,(253) 833-2022,9/11/2005,PROD,Seattle,(206) 221-2022,QR-06,R-5321,5,"$2,330.26",TRUE,Regence,20080,Stone,Doris,
20230,Taylor,Ruth,2621 West Valley Hwy. North,Auburn,WA,Washington,98001,(253) 833-2023,9/13/2005,MKTG,Bellevue,(425) 882-2023,RL-27,M-1211,9,"$3,388.95",TRUE,Regence,12810,Shavers,Robert,
20256,Allen,Susan,17314 140th Ave S. E.,Renton,WA,Washington,98058,(425) 226-2025,10/9/2005,PROD,Renton,(425) 393-2025,PB-18,R-1779,14,"$4,971.24",TRUE,Group Health,10001,Sullivan,Frank,
20286,Astor,Lawrence,916 2nd,Renton,WA,Washington,98055,(425) 227-2028,11/8/2005,PROD,Seattle,(206) 221-2028,QR-10,R-2661,5,"$2,330.26",TRUE,Regence,20838,Kramer,Peggy,
20289,Heller,Jeanne,13923 S. E. Petrovitsky Rd.,Renton,WA,Washington,98058,(425) 226-2028,11/11/2005,PROD,Seattle,(206) 221-2028,QR-10,R-2661,11,"$3,987.36",TRUE,Regence,20838,Kramer,Peggy,
20350,Folger,William,4350 Lake Washington Blvd. Nor,Renton,WA,Washington,98056,(425) 226-2035,1/11/2006,MKTG,Bellevue,(425) 882-2035,RL-27,M-1211,6,"$2,577.68",TRUE,Regence,22460,Slatta,Barry,
20377,Forsythe,Frederick,22477 72nd Ave. S.,Kent,WA,Washington,98032,(253) 872-2037,2/7/2006,SALE,Bellevue,(425) 882-2037,HG-12,S-3006,1,"$1,455.70",TRUE,Regence,15907,Stewart,Robert,
20393,Wilski,Sandra,1123 Main St.,Auburn,WA,Washington,98002,(253) 833-2039,2/23/2006,PROD,Seattle,(206) 221-2039,QR-35,R-2661,10,"$3,682.40",TRUE,Regence,19758,Mosley,Marsha,
20563,Ryan,Sara,205 E Main St.,Auburn,WA,Washington,98002,(253) 833-2056,8/16/2006,PROD,Seattle,(206) 221-2056,QR-06,R-5321,16,"$5,684.71",TRUE,Group Health,20080,Stone,Doris,
20567,Petty,John,1905 Howard Rd.,Auburn,WA,Washington,98002,(253) 833-2056,8/16/2006,SALE,Bellevue,(425) 882-2056,HG-12,S-3006,1,"$1,455.70",TRUE,Group Health,15907,Stewart,Robert,
20594,Robinson,Jan,909 S. 3rd,Renton,WA,Washington,98055,(425) 227-2059,9/12/2006,PROD,Seattle,(206) 221-2059,QR-35,R-2661,15,"$5,322.23",TRUE,Regence,19758,Mosley,Marsha,
20614,Goodman,Sharon,255 East F St.,Redmond,WA,Washington,98053,(425) 226-2061,10/2/2006,PROD,Renton,(425) 393-2061,PB-14,R-1779,4,"$2,094.37",TRUE,Regence,15131,Goldberg,Molly,
20619,Wayne,Beverly,4308 S 278 St.,Auburn,WA,Washington,98001,(253) 833-2061,10/7/2006,PROD,Renton,(425) 393-2061,PB-18,R-1779,10,"$3,682.40",TRUE,Regence,10001,Sullivan,Frank,
20620,Dugan,Maryanne,351 Union Ave. N. E.,Renton,WA,Washington,98056,(425) 226-2062,10/8/2006,MKTG,Bellevue,(425) 882-2062,RL-27,M-1211,7,"$2,836.59",TRUE,Group Health,12810,Shavers,Robert,
20733,Rooney,Dorothy,7030 S. 224th,Kent,WA,Washington,98032,(253) 872-2073,1/29/2007,PROD,Seattle,(206) 221-2073,QR-31,R-5321,13,"$4,631.76",TRUE,Regence,15499,Irwin,Bob,
20742,Randall,Maxine,825 S. 3rd St.,Renton,WA,Washington,98055,(425) 227-2074,2/7/2007,ACCT,Renton,(425) 393-2074,BB-27,A-1834,8,"$3,107.03",TRUE,Regence,20002,Carrera,Barbara,
20804,Townsend,Diane,8657 S. 190th St.,Kent,WA,Washington,98031,(253) 872-2080,4/10/2007,PROD,Seattle,(206) 221-2080,QR-06,R-5321,16,"$5,684.71",TRUE,Kaiser Permanente,20080,Stone,Doris,
20824,Epperson,Terry,13844 S. E. 131 St.,Renton,WA,Washington,98056,(425) 226-2082,4/30/2007,PROD,Seattle,(206) 221-2082,QR-31,R-5321,10,"$3,682.40",TRUE,Kaiser Permanente,15499,Irwin,Bob,
20838,Kramer,Peggy,524 W. Meeker,Kent,WA,Washington,98032,(253) 872-2083,5/14/2007,PROD,Seattle,(206) 221-2083,QR-10,R-2661,20,"$7,249.73",TRUE,Group Health,19589,Adams,Wes,
20923,Bridges,Pat,621 37th St. N. W.,Auburn,WA,Washington,98001,(253) 833-2092,8/7/2007,PROD,Seattle,(206) 221-2092,QR-35,R-2661,12,"$4,303.81",TRUE,Kaiser Permanente,19758,Mosley,Marsha,
20930,Welles,Stephanie,2820 Auburn Way South,Auburn,WA,Washington,98002,(253) 833-2093,8/14/2007,MKTG,Bellevue,(425) 882-2093,RL-27,M-1211,7,"$2,836.59",TRUE,Group Health,12810,Shavers,Robert,
20959,Root,Ruth,2326 Auburn Way North,Auburn,WA,Washington,98002,(253) 833-2095,9/12/2007,PROD,Renton,(425) 393-2095,PB-14,R-1779,10,"$3,682.40",TRUE,Regence,15131,Goldberg,Molly,
21010,Dickerson,Jackie,2141 West Valley Hwy. North,Auburn,WA,Washington,98001,(253) 833-2101,11/2/2007,MKTG,Bellevue,(425) 882-2101,RL-27,M-1211,6,"$2,577.68",TRUE,Group Health,22460,Slatta,Barry,
21021,Morgan,Judith,1240 West Main,Auburn,WA,Washington,98001,(253) 833-2102,11/13/2007,PROD,Seattle,(206) 221-2102,QR-31,R-5321,11,"$3,987.36",TRUE,Regence,15499,Irwin,Bob,
21056,Houlihan,Karen,316 S. W. 16th,Renton,WA,Washington,98055,(425) 227-2105,12/18/2007,PROD,Seattle,(206) 221-2105,QR-10,R-2661,10,"$3,682.40",TRUE,Kaiser Permanente,20838,Kramer,Peggy,
21087,Karman,Alice,20045 84th Ave. S.,Kent,WA,Washington,98032,(253) 872-2108,1/18/2008,SALE,Bellevue,(425) 882-2108,HG-12,S-3006,18,"$6,444.20",TRUE,Regence,15907,Stewart,Robert,
21104,Jones,Robert,3420 C St N. E. Ste. 302,Auburn,WA,Washington,98002,(253) 833-2110,2/4/2008,PROD,Renton,(425) 393-2110,PB-18,R-1779,5,"$2,330.26",TRUE,Regence,10001,Sullivan,Frank,
21193,Morgan,Lawrence,801 Houser Way South,Renton,WA,Washington,98055,(425) 227-2119,5/9/2008,PROD,Seattle,(206) 221-2119,QR-19,R-5321,16,"$5,684.71",FALSE,Kaiser Permanente,22056,Harrison,Bill,
