Emp ID,Last Name,First Name,Address,City,State,Zip,Telephone,Date Hired,Dept,Location,Work Phone,M/S,Budget,Grade,Vested,Health Plan,Supervisor Name,Supr Phone,Adj
15529,Ferraro,Dorothy,307 S. Central Ave.,Kent,WA,98032,(253) 872-1552,3/21/1995,PROD,Renton,(425) 393-1552,PB-14,R-1779,2,TRUE,Group Health,Molly Goldberg,(206) 393-1513,7420
15600,Howard,Robert,2802 Auburn Way North,Auburn,WA,98002,(253) 833-1560,5/31/1995,MKTG,Bellevue,(425) 882-1560,RL-27,M-1211,11,TRUE,Blue Cross,Barry Slatta,(206) 882-2246,7349
15602,Perkins,Leslie,17900 Talbot Rd. S.,Renton,WA,98055,(425) 227-1560,6/2/1995,ACCT,Seattle,(206) 221-1560,BX-45,A-1834,9,TRUE,Blue Cross,Val Johnson,(206) 221-1958,7347
15604,Barnes,Fannie,12565 S. E. Green Valley Rd.,Auburn,WA,98002,(253) 833-1560,6/4/1995,PROD,Renton,(425) 393-1560,PB-21,R-1779,11,TRUE,Blue Cross,Frank Borman,(206) 393-1265,7345
15608,Montrose,Charlie,275 Bronson Way N. E.,Renton,WA,98056,(425) 226-1560,6/8/1995,ENGR,Renton,(425) 393-1560,XJ-67,E-1089,13,TRUE,Blue Cross,Dave Rogers,(206) 393-1973,7341
15833,Flores,Dick,1800 One Union Square,Seattle,WA,98101,(206) 452-1583,1/19/1996,PROD,Seattle,(206) 221-1583,QR-07,R-2661,17,TRUE,Group Health,Eleanor Lancaster,(206) 221-1124,7116
15845,Nance,Valerie,102 Lake Ave. S.,Renton,WA,98055,(425) 227-1584,1/31/1996,PROD,Seattle,(206) 221-1584,QR-12,R-2661,18,TRUE,Blue Cross,Harry Hillis,(206) 221-2179,7104
15897,Finch,Donna,1507 S. Central Ave.,Kent,WA,98032,(253) 872-1589,3/23/1996,SALE,Bellevue,(425) 882-1589,HG-12,S-3006,18,TRUE,Group Health,Bob Stewart,(206) 882-1590,7052
15906,Schmidt,Mary,960 E Main St.,Auburn,WA,98002,(253) 833-1590,4/1/1996,PROD,Seattle,(206) 221-1590,QR-19,R-5321,6,TRUE,Blue Cross,Bill Harrison,(206) 221-2205,7043
15907,Stewart,Robert,760 thomas Ave. S. W.,Renton,WA,98055,(425) 227-1590,4/2/1996,SALE,Bellevue,(425) 882-1590,HG-12,S-3006,22,TRUE,Blue Cross,Susan Buckle,(206) 882-1237,7042
15943,Moorman,Janice,1415 North 24th,Renton,WA,98056,(425) 226-1594,5/8/1996,PROD,Seattle,(206) 221-1594,QR-27,R-2661,19,TRUE,Health Plus,Lynn Jarret,(206) 221-1366,7006
15992,Thompson,Tom,2838 N. E. Sunset Blvd.,Renton,WA,98056,(425) 226-1599,6/26/1996,ACCT,Seattle,(206) 221-1599,BX-45,A-1834,8,TRUE,Blue Cross,Val Johnson,(206) 221-1958,6957
16023,Woodley,Francis,3202 C St. N. E.,Auburn,WA,98002,(253) 833-1602,7/27/1996,PROD,Seattle,(206) 221-1602,QR-35,R-2661,14,TRUE,Blue Cross,Marsha Mosley,(206) 221-1975,6926
16057,Barnum,Adrian,4430 Talbot Rd. S.,Renton,WA,98055,(425) 227-1605,8/30/1996,SALE,Bellevue,(425) 882-1605,HG-12,S-3006,4,TRUE,Health Plus,Bob Stewart,(206) 882-1590,6892
16118,Preston,Ken,2595 Auburn Way North,Auburn,WA,98002,(253) 833-1611,10/30/1996,PROD,Seattle,(206) 221-1611,QR-12,R-2661,6,TRUE,Blue Cross,Harry Hillis,(206) 221-2179,6831
16237,Fisher,Scott,3016 Auburn Way North,Auburn,WA,98002,(253) 833-1623,2/26/1997,SALE,Bellevue,(425) 882-1623,HG-12,S-3006,2,TRUE,Group Health,Bob Stewart,(206) 882-1590,6712
16240,Crowe,Dan,4150 Lind Ave. S. W.,Renton,WA,98055,(425) 227-1624,3/1/1997,MKTG,Bellevue,(425) 882-1624,RL-27,M-1211,12,TRUE,Group Health,Barry Slatta,(206) 882-2246,6709
16332,Fairchild,Earl,1809 Howard Rd.,Auburn,WA,98002,(253) 833-1633,6/1/1997,ACCT,Renton,(425) 393-1633,BB-27,A-1834,7,TRUE,Blue Cross,Barbara Carrera,(206) 393-2000,6617
16519,Kennedy,Phyllis,15 S. Grady Way,Renton,WA,98055,(425) 227-1651,12/5/1997,PROD,Renton,(425) 393-1651,PB-14,R-1779,8,TRUE,Health Plus,Molly Goldberg,(206) 393-1513,6430
16545,Longo,Roger,1520 S. W. Grady Way,Renton,WA,98055,(425) 227-1654,12/31/1997,PROD,Renton,(425) 393-1654,PB-18,R-1779,16,TRUE,Group Health,Frank Sullivan,(206) 393-1000,6404
16565,Joyce,Darryl,1600 S. W. 43rd,Renton,WA,98055,(425) 227-1656,1/20/1998,ENGR,Renton,(425) 393-1656,XJ-67,E-1089,18,TRUE,Group Health,Dave Morgan,(206) 393-2002,6384
16668,Burstein,Steve,4224 East Valley Hwy.,Renton,WA,98055,(425) 227-1666,5/3/1998,PROD,Renton,(425) 393-1666,PB-14,R-1779,2,TRUE,Health Plus,Molly Goldberg,(206) 393-1513,6281
16698,Roosevelt,John,1800 Duvall Ave. N. E.,Renton,WA,98056,(425) 226-1669,6/2/1998,PROD,Seattle,(206) 221-1669,QR-31,R-5321,10,TRUE,Blue Cross,Bob Irwin,(206) 221-1549,6251
16703,Channing,Carolyn,8223 S. 222nd,Kent,WA,98032,(253) 872-1670,6/7/1998,PROD,Seattle,(206) 221-1670,QR-10,R-2661,14,TRUE,Blue Cross,Peggy Kramer,(206) 221-2083,6246
17123,Watkins,Rose,60 37th St. N. E.,Auburn,WA,98002,(253) 833-1712,8/1/1999,PROD,Seattle,(206) 221-1712,QR-27,R-2661,7,TRUE,Group Health,Lynn Jarret,(206) 221-1366,5826
17419,Gifford,Al,"1314 S. Central Ave., #200",Kent,WA,98032,(253) 872-1741,5/23/2000,PROD,Renton,(425) 393-1741,PB-14,R-1779,12,TRUE,Health Plus,Molly Goldberg,(206) 393-1513,5530
17488,Morris,Fred,723 S. W. 10th St.,Renton,WA,98055,(425) 227-1748,7/31/2000,PROD,Seattle,(206) 221-1748,QR-12,R-2661,8,TRUE,Group Health,Harry Hillis,(206) 221-2179,5461
17499,Martin,Carol,311 S. Washington,Kent,WA,98032,(253) 872-1749,8/11/2000,PROD,Seattle,(206) 221-1749,QR-31,R-5321,19,TRUE,Group Health,Bob Irwin,(206) 221-1549,5450
17516,Davidson,Katharine,"6845 S. 220, Bldg. D",Kent,WA,98032,(253) 872-1751,8/28/2000,PROD,Seattle,(206) 221-1751,QR-06,R-5321,12,TRUE,Health Plus,Joe Stone,(206) 221-2252,5433
17575,Snyder,Ted,3001 East Valley Hwy.,Renton,WA,98055,(425) 227-1757,10/26/2000,PROD,Renton,(425) 393-1757,PB-21,R-1779,9,TRUE,Group Health,Frank Borman,(206) 393-1265,5374
17576,Harper,Rita,1410 North 30th,Renton,WA,98056,(425) 226-1757,10/26/2000,PROD,Seattle,(206) 221-1757,QR-31,R-5321,5,TRUE,Group Health,Bob Irwin,(206) 221-1549,5374
17606,Webb,Richard,1234 Central Ave. N.,Kent,WA,98032,(253) 872-1760,11/26/2000,PROD,Renton,(425) 393-1760,PB-21,R-1779,11,TRUE,Blue Cross,Frank Borman,(206) 393-1265,5343
17823,Hoffman,Rita,3605 132nd Ave. S.E. #300,Bellevue,WA,98006,(425) 775-1782,7/1/2001,PROD,Seattle,(206) 221-1782,QR-35,R-2661,16,TRUE,Blue Cross,Marsha Mosley,(206) 221-1975,5126
17960,Thompson,Douglas,640 S. Central Ave.,Kent,WA,98032,(253) 872-1796,11/15/2001,MKTG,Bellevue,(425) 882-1796,RL-27,M-1211,11,TRUE,Blue Cross,Jon Reynolds,(206) 882-304,4989
17996,Barker,William,930 E. James St.,Kent,WA,98031,(253) 872-1799,12/21/2001,PROD,Seattle,(206) 221-1799,QR-19,R-5321,9,TRUE,Health Plus,Bill Harrison,(206) 221-2205,4953
18085,Stevens,Judith,130 37th St. N. E.,Auburn,WA,98002,(253) 833-1808,3/20/2002,PROD,Renton,(425) 393-1808,PB-14,R-1779,10,TRUE,Group Health,Molly Goldberg,(206) 393-1513,4864
18093,Erickson,Lauren,1435 S. E. 322nd Pl.,Auburn,WA,98002,(253) 833-1809,3/28/2002,PROD,Seattle,(206) 221-1809,QR-06,R-5321,15,TRUE,Group Health,Joe Stone,(206) 221-2252,4856
18160,Brandon,Bill,12886 Interurban,Seattle,WA,98168,(206) 452-1816,6/3/2002,MKTG,Bellevue,(425) 882-1816,RL-27,M-1211,14,TRUE,Blue Cross,Jon Reynolds,(206) 882-304,4789
18166,Grant,Harry,240 Auburn Way S Ste. 1B,Auburn,WA,98002,(253) 833-1816,6/9/2002,PROD,Renton,(425) 393-1816,PB-21,R-1779,12,TRUE,Blue Cross,Frank Borman,(206) 393-1265,4783
18175,Sanders,Carl,1025 S. 3rd Ste. C,Renton,WA,98055,(425) 227-1817,6/18/2002,PROD,Renton,(425) 393-1817,PB-14,R-1779,14,TRUE,Blue Cross,Molly Goldberg,(206) 393-1513,4774
18218,Tyson,Thomas,401 Lund Rd.,Auburn,WA,98001,(253) 833-1821,7/31/2002,PROD,Renton,(425) 393-1821,PB-18,R-1779,14,TRUE,Group Health,Frank Sullivan,(206) 393-1000,4731
18249,McDonald,Ronald,3330 E. Valley Rd.,Renton,WA,98055,(425) 227-1824,8/31/2002,PROD,Seattle,(206) 221-1824,QR-07,R-2661,6,TRUE,Health Plus,Eleanor Lancaster,(206) 221-1124,4700
18279,Davis,Oscar,271 Rainier Ave. North,Renton,WA,98055,(425) 227-1827,9/30/2002,PROD,Renton,(425) 393-1827,PB-14,R-1779,13,TRUE,Group Health,Molly Goldberg,(206) 393-1513,4670
18308,Parks,Lois,13324 302nd Pl. S. E.,Auburn,WA,98002,(253) 833-1830,10/29/2002,PROD,Seattle,(206) 221-1830,QR-27,R-2661,13,TRUE,Blue Cross,Lynn Jarret,(206) 221-1366,4641
18399,Oates,Buddy,3172 N. E. Sunset Blvd.,Renton,WA,98056,(425) 226-1839,1/28/2003,PROD,Renton,(425) 393-1839,PB-18,R-1779,9,TRUE,Blue Cross,Frank Sullivan,(206) 393-1000,4550
18411,Svenson,Victoria,525 C St. N. W.,Auburn,WA,98001,(253) 833-1841,2/10/2003,PROD,Renton,(425) 393-1841,PB-18,R-1779,13,TRUE,Blue Cross,Frank Sullivan,(206) 393-1000,4537
18412,Isaacs,Rick,73 Burnett Ave. South,Renton,WA,98055,(425) 227-1841,2/10/2003,ACCT,Renton,(425) 393-1841,BB-27,A-1834,7,TRUE,Blue Cross,Barbara Carrera,(206) 393-2000,4537
18510,Browne,Marilyn,1216 6th Ave. N.,Kent,WA,98032,(253) 872-1851,5/19/2003,MKTG,Bellevue,(425) 882-1851,RL-27,M-1211,9,TRUE,Health Plus,Jon Reynolds,(206) 882-304,4439
18572,Henderson,Peter,715 S. 3rd St.,Renton,WA,98055,(425) 227-1857,7/20/2003,ACCT,Seattle,(206) 221-1857,BX-45,A-1834,7,TRUE,Blue Cross,Val Johnson,(206) 221-1958,4377
18765,West,John,1001 C St. S. W.,Auburn,WA,98001,(253) 833-1876,1/29/2004,PROD,Renton,(425) 393-1876,PB-21,R-1779,15,TRUE,Blue Cross,Frank Borman,(206) 393-1265,4184
18796,Bush,Julie,2925 Auburn Way North,Auburn,WA,98002,(253) 833-1879,2/29/2004,PROD,Seattle,(206) 221-1879,QR-19,R-5321,18,TRUE,Group Health,Bill Harrison,(206) 221-2205,4153
18803,Meredith,Patricia,13224 160th Ave S. E.,Renton,WA,98056,(425) 226-1880,3/7/2004,PROD,Seattle,(206) 221-1880,QR-35,R-2661,6,TRUE,Group Health,Marsha Mosley,(206) 221-1975,4146
18870,Hudson,Joyce,710 S. 2nd,Renton,WA,98055,(425) 227-1887,5/13/2004,MKTG,Bellevue,(425) 882-1887,RL-27,M-1211,7,TRUE,Health Plus,Bob Shavers,(206) 882-1281,4079
18943,Carvallo,Joe,24830 136th Ave. S.E.,Kent,WA,98042,(253) 872-1894,7/25/2004,PROD,Renton,(425) 393-1894,PB-18,R-1779,7,TRUE,Blue Cross,Frank Sullivan,(206) 393-1000,4006
19009,Green,Milt,13306 S.E. 240th,Kent,WA,98042,(253) 872-1900,9/29/2004,PROD,Seattle,(206) 221-1900,QR-10,R-2661,6,TRUE,Group Health,Peggy Kramer,(206) 221-2083,3940
19038,Smith,Sam,865 Rainier Ave. North #C-100,Renton,WA,98055,(425) 227-1903,10/28/2004,PROD,Renton,(425) 393-1903,PB-14,R-1779,6,TRUE,Blue Cross,Molly Goldberg,(206) 393-1513,3911
19042,Baker,Gerald,6020 S. 190th,Kent,WA,98032,(253) 872-1904,11/1/2004,ACCT,Seattle,(206) 221-1904,BX-45,A-1834,6,TRUE,Blue Cross,Val Johnson,(206) 221-1958,3907
19073,Foster,Sandra,20848 77th Ave. S.,Kent,WA,98032,(253) 872-1907,12/2/2004,PROD,Seattle,(206) 221-1907,QR-06,R-5321,15,TRUE,Health Plus,Joe Stone,(206) 221-2252,3876
19084,Rice,Ken,717 Auburn Way North,Auburn,WA,98002,(253) 833-1908,12/13/2004,PROD,Renton,(425) 393-1908,PB-18,R-1779,8,TRUE,Health Plus,Frank Sullivan,(206) 393-1000,3865
19094,Burton,Ken,240 S. W. 43rd,Renton,WA,98055,(425) 227-1909,12/23/2004,PROD,Seattle,(206) 221-1909,QR-27,R-2661,4,TRUE,Health Plus,Lynn Jarret,(206) 221-1366,3855
19109,Foster,Bill,8240 S. 228th,Kent,WA,98032,(253) 872-1910,1/7/2005,PROD,Renton,(425) 393-1910,PB-14,R-1779,14,TRUE,Group Health,Molly Goldberg,(206) 393-1513,3840
19138,Lynley,Susan,1435 R St. N. W.,Auburn,WA,98001,(253) 833-1913,2/5/2005,PROD,Seattle,(206) 221-1913,QR-10,R-2661,14,TRUE,Blue Cross,Peggy Kramer,(206) 221-2083,3811
19216,Jefferson,Vernon,2423 Lind Ave West,Renton,WA,98055,(425) 227-1921,4/24/2005,PROD,Renton,(425) 393-1921,PB-21,R-1779,16,TRUE,Blue Cross,Frank Borman,(206) 393-1265,3733
19283,Burley,Diane,22145 68th Ave. S.,Kent,WA,98032,(253) 872-1928,6/30/2005,PROD,Seattle,(206) 221-1928,QR-10,R-2661,3,TRUE,Blue Cross,Peggy Kramer,(206) 221-2083,3666
19308,Stevens,Doris,701 A St. N. E.,Auburn,WA,98002,(253) 833-1930,7/25/2005,PROD,Renton,(425) 393-1930,PB-18,R-1779,12,TRUE,Blue Cross,Frank Sullivan,(206) 393-1000,3641
19420,Logan,Louise,700 Powell Ave. S. W.,Renton,WA,98055,(425) 227-1942,11/14/2005,MKTG,Bellevue,(425) 882-1942,RL-27,M-1211,10,TRUE,Blue Cross,Bob Shavers,(206) 882-1281,3529
19444,Newman,George,39015 172nd S. E.,Auburn,WA,98002,(253) 833-1944,12/8/2005,PROD,Seattle,(206) 221-1944,QR-35,R-2661,3,TRUE,Health Plus,Marsha Mosley,(206) 221-1975,3505
19477,Monroe,Peter,224 G St. S. W.,Auburn,WA,98001,(253) 833-1947,1/10/2006,SALE,Bellevue,(425) 882-1947,HG-12,S-3006,4,TRUE,Group Health,Bob Stewart,(206) 882-1590,3472
19535,Wilde,Jack,907 thomas S. W.,Renton,WA,98055,(425) 227-1953,3/9/2006,PROD,Seattle,(206) 221-1953,QR-06,R-5321,7,TRUE,Group Health,Joe Stone,(206) 221-2252,3414
19589,Adams,Wes,3132 C N. E.,Auburn,WA,98002,(253) 833-1958,5/2/2006,PROD,Seattle,(206) 221-1958,QR-07,R-2661,22,TRUE,Health Plus,Susan Buckle,(206) 221-2241,3360
19596,Greenstein,Lee,3220 B St. S. E.,Auburn,WA,98002,(253) 833-1959,5/9/2006,PROD,Seattle,(206) 221-1959,QR-27,R-2661,9,TRUE,Health Plus,Lynn Jarret,(206) 221-1366,3353
19622,Roberts,Dick,22737 72nd Ave. S. #C,Kent,WA,98032,(253) 872-1962,6/4/2006,ACCT,Seattle,(206) 221-1962,BX-45,A-1834,5,TRUE,Blue Cross,Val Johnson,(206) 221-1958,3327
19739,Rogers,Dave,502 16th N. E.,Auburn,WA,98002,(253) 833-1973,9/29/2006,ENGR,Renton,(425) 393-1973,XJ-67,E-1089,20,TRUE,Group Health,Wes Adams,(206) 221-1958,3210
19758,Mosley,Marsha,602 Auburn Way South,Auburn,WA,98002,(253) 833-1975,10/18/2006,PROD,Seattle,(206) 221-1975,QR-35,R-2661,16,TRUE,Group Health,Wes Adams,(206) 221-1958,3191
19799,Byrd,John,858 Lind Ave. S. W.,Renton,WA,98055,(425) 227-1979,11/28/2006,PROD,Seattle,(206) 221-1979,QR-10,R-2661,15,TRUE,Health Plus,Peggy Kramer,(206) 221-2083,3150
19849,Cappa,Steven,333 Rainier Ave. North Ste. 10,Renton,WA,98055,(425) 227-1984,1/17/2007,PROD,Seattle,(206) 221-1984,QR-27,R-2661,18,TRUE,Group Health,Lynn Jarret,(206) 221-1366,3100
19932,Murray,Beverly,7867 S. 180th St.,Kent,WA,98032,(253) 872-1993,4/10/2007,ACCT,Renton,(425) 393-1993,BB-27,A-1834,4,TRUE,Blue Cross,Barbara Carrera,(206) 393-2000,3017
19948,Parsons,Mitch,301 Grady Way,Renton,WA,98055,(425) 227-1994,4/26/2007,PROD,Seattle,(206) 221-1994,QR-27,R-2661,8,TRUE,Blue Cross,Lynn Jarret,(206) 221-1366,3001
19984,Tyler,Walter,19201 108th S. E.,Renton,WA,98055,(425) 227-1998,6/1/2007,PROD,Seattle,(206) 221-1998,QR-10,R-2661,16,TRUE,Blue Cross,Peggy Kramer,(206) 221-2083,2965
19986,Silkwood,Pat,220 8th St. S. E.,Auburn,WA,98002,(253) 833-1998,6/3/2007,PROD,Renton,(425) 393-1998,PB-21,R-1779,13,TRUE,Blue Cross,Frank Borman,(206) 393-1265,2963
20002,Carrera,Barbara,15 S. Grady Way,Renton,WA,98055,(425) 227-2000,6/19/2007,ACCT,Renton,(425) 393-2000,BB-27,A-1834,19,TRUE,Blue Cross,Wes Adams,(206) 221-1958,2947
20009,Hayes,Thomas,1425 22nd St. N. W. Ste. E,Auburn,WA,98001,(253) 833-2000,6/26/2007,PROD,Renton,(425) 393-2000,PB-14,R-1779,4,TRUE,Blue Cross,Molly Goldberg,(206) 393-1513,2940
20013,Feinstein,Eric,2220 Auburn Way North,Auburn,WA,98002,(253) 833-2001,6/30/2007,PROD,Renton,(425) 393-2001,PB-14,R-1779,16,TRUE,Blue Cross,Molly Goldberg,(206) 393-1513,2936
20026,Morgan,Dave,2319 Lind Ave. S. W.,Renton,WA,98055,(425) 227-2002,7/13/2007,ENGR,Renton,(425) 393-2002,XJ-67,E-1089,22,TRUE,Blue Cross,Susan Buckle,(206) 221-1958,2923
20080,Stone,Doris,521 W. Washington Ave.,Kent,WA,98032,(253) 872-2008,9/5/2007,MKTG,Bellevue,(425) 882-2008,RL-27,M-1211,9,TRUE,Health Plus,Jon Reynolds,(206) 882-304,2869
20164,Lockwood,Duncan,1701 Pike St. N. W.,Auburn,WA,98001,(253) 833-2016,11/28/2007,PROD,Renton,(425) 393-2016,PB-21,R-1779,7,TRUE,Health Plus,Frank Borman,(206) 393-1265,2785
20226,Harrigan,Rebecca,1721 W. Valley Hwy. North,Auburn,WA,98001,(253) 833-2022,1/31/2008,PROD,Renton,(425) 393-2022,PB-14,R-1779,12,TRUE,Blue Cross,Molly Goldberg,(206) 393-1513,2721
20228,Erlinger,Robert,1308 W. Main,Auburn,WA,98001,(253) 833-2022,1/31/2008,PROD,Seattle,(206) 221-2022,QR-06,R-5321,5,TRUE,Blue Cross,Joe Stone,(206) 221-2252,2721
20230,Taylor,Ruth,2621 West Valley Hwy. North,Auburn,WA,98001,(253) 833-2023,2/2/2008,MKTG,Bellevue,(425) 882-2023,RL-27,M-1211,9,TRUE,Blue Cross,Bob Shavers,(206) 882-1281,2719
20256,Allen,Susan,17314 140th Ave S. E.,Renton,WA,98058,(425) 226-2025,2/28/2008,PROD,Renton,(425) 393-2025,PB-18,R-1779,14,TRUE,Group Health,Frank Sullivan,(206) 393-1000,2693
20286,Astor,Lawrence,916 2nd,Renton,WA,98055,(425) 227-2028,3/29/2008,PROD,Seattle,(206) 221-2028,QR-10,R-2661,5,TRUE,Blue Cross,Peggy Kramer,(206) 221-2083,2663
20289,Heller,Jeanne,13923 S. E. Petrovitsky Rd.,Renton,WA,98058,(425) 226-2028,4/1/2008,PROD,Seattle,(206) 221-2028,QR-10,R-2661,11,TRUE,Blue Cross,Peggy Kramer,(206) 221-2083,2660
20350,Folger,William,4350 Lake Washington Blvd. Nor,Renton,WA,98056,(425) 226-2035,6/1/2008,MKTG,Bellevue,(425) 882-2035,RL-27,M-1211,6,TRUE,Blue Cross,Barry Slatta,(206) 882-2246,2599
20377,Forsythe,Frederick,22477 72nd Ave. S.,Kent,WA,98032,(253) 872-2037,6/28/2008,SALE,Bellevue,(425) 882-2037,HG-12,S-3006,1,TRUE,Blue Cross,Bob Stewart,(206) 882-1590,2572
20393,Wilski,Sandra,1123 Main St.,Auburn,WA,98002,(253) 833-2039,7/14/2008,PROD,Seattle,(206) 221-2039,QR-35,R-2661,10,TRUE,Blue Cross,Marsha Mosley,(206) 221-1975,2556
20563,Ryan,Sara,205 E Main St.,Auburn,WA,98002,(253) 833-2056,1/4/2009,PROD,Seattle,(206) 221-2056,QR-06,R-5321,16,TRUE,Group Health,Joe Stone,(206) 221-2252,2382
20567,Petty,John,1905 Howard Rd.,Auburn,WA,98002,(253) 833-2056,1/4/2009,SALE,Bellevue,(425) 882-2056,HG-12,S-3006,1,TRUE,Group Health,Bob Stewart,(206) 882-1590,2382
20594,Robinson,Jan,909 S. 3rd,Renton,WA,98055,(425) 227-2059,1/31/2009,PROD,Seattle,(206) 221-2059,QR-35,R-2661,15,TRUE,Blue Cross,Marsha Mosley,(206) 221-1975,2355
20614,Goodman,Sharon,255 East F St.,Redmond,WA,98053,(425) 226-2061,2/20/2009,PROD,Renton,(425) 393-2061,PB-14,R-1779,4,TRUE,Blue Cross,Molly Goldberg,(206) 393-1513,2335
20619,Wayne,Beverly,4308 S 278 St.,Auburn,WA,98001,(253) 833-2061,2/25/2009,PROD,Renton,(425) 393-2061,PB-18,R-1779,10,TRUE,Blue Cross,Frank Sullivan,(206) 393-1000,2330
20620,Dugan,Maryanne,351 Union Ave. N. E.,Renton,WA,98056,(425) 226-2062,2/26/2009,MKTG,Bellevue,(425) 882-2062,RL-27,M-1211,7,TRUE,Group Health,Bob Shavers,(206) 882-1281,2329
20733,Rooney,Dorothy,7030 S. 224th,Kent,WA,98032,(253) 872-2073,6/19/2009,PROD,Seattle,(206) 221-2073,QR-31,R-5321,13,TRUE,Blue Cross,Bob Irwin,(206) 221-1549,2216
20742,Randall,Maxine,825 S. 3rd St.,Renton,WA,98055,(425) 227-2074,6/28/2009,ACCT,Renton,(425) 393-2074,BB-27,A-1834,8,TRUE,Blue Cross,Barbara Carrera,(206) 393-2000,2207
20804,Townsend,Diane,8657 S. 190th St.,Kent,WA,98031,(253) 872-2080,8/29/2009,PROD,Seattle,(206) 221-2080,QR-06,R-5321,16,TRUE,Health Plus,Joe Stone,(206) 221-2252,2145
20824,Epperson,Terry,13844 S. E. 131 St.,Renton,WA,98056,(425) 226-2082,9/18/2009,PROD,Seattle,(206) 221-2082,QR-31,R-5321,10,TRUE,Health Plus,Bob Irwin,(206) 221-1549,2125
20838,Kramer,Peggy,524 W. Meeker,Kent,WA,98032,(253) 872-2083,10/2/2009,PROD,Seattle,(206) 221-2083,QR-10,R-2661,20,TRUE,Group Health,Wes Adams,(206) 221-1958,2111
20923,Bridges,Pat,621 37th St. N. W.,Auburn,WA,98001,(253) 833-2092,12/26/2009,PROD,Seattle,(206) 221-2092,QR-35,R-2661,12,TRUE,Health Plus,Marsha Mosley,(206) 221-1975,2026
20930,Welles,Stephanie,2820 Auburn Way South,Auburn,WA,98002,(253) 833-2093,1/2/2010,MKTG,Bellevue,(425) 882-2093,RL-27,M-1211,7,TRUE,Group Health,Bob Shavers,(206) 882-1281,2019
20959,Root,Ruth,2326 Auburn Way North,Auburn,WA,98002,(253) 833-2095,1/31/2010,PROD,Renton,(425) 393-2095,PB-14,R-1779,10,TRUE,Blue Cross,Molly Goldberg,(206) 393-1513,1990
21010,Dickerson,Jackie,2141 West Valley Hwy. North,Auburn,WA,98001,(253) 833-2101,3/23/2010,MKTG,Bellevue,(425) 882-2101,RL-27,M-1211,6,TRUE,Group Health,Barry Slatta,(206) 882-2246,1939
21021,Morgan,Judith,1240 West Main,Auburn,WA,98001,(253) 833-2102,4/3/2010,PROD,Seattle,(206) 221-2102,QR-31,R-5321,11,TRUE,Blue Cross,Bob Irwin,(206) 221-1549,1928
21056,Houlihan,Karen,316 S. W. 16th,Renton,WA,98055,(425) 227-2105,5/8/2010,PROD,Seattle,(206) 221-2105,QR-10,R-2661,10,TRUE,Health Plus,Peggy Kramer,(206) 221-2083,1893
21087,Karman,Alice,20045 84th Ave. S.,Kent,WA,98032,(253) 872-2108,6/8/2010,SALE,Bellevue,(425) 882-2108,HG-12,S-3006,18,TRUE,Blue Cross,Bob Stewart,(206) 882-1590,1862
21104,Jones,Robert,3420 C St N. E. Ste. 302,Auburn,WA,98002,(253) 833-2110,6/25/2010,PROD,Renton,(425) 393-2110,PB-18,R-1779,5,TRUE,Blue Cross,Frank Sullivan,(206) 393-1000,1845
21193,Morgan,Lawrence,801 Houser Way South,Renton,WA,98055,(425) 227-2119,9/28/2010,PROD,Seattle,(206) 221-2119,QR-19,R-5321,16,FALSE,Health Plus,Bill Harrison,(206) 221-2205,1750
21196,Lewis,Shirley,10545 Carr Rd.,Renton,WA,98055,(425) 227-2119,9/25/2010,PROD,Seattle,(206) 221-2119,QR-19,R-5321,9,FALSE,Health Plus,Bill Harrison,(206) 221-2205,1753
21197,Presley,Bryan,19300 108th S. E.,Renton,WA,98055,(425) 227-2119,9/28/2010,SALE,Bellevue,(425) 882-2119,HG-12,S-3006,18,FALSE,Health Plus,Bob Stewart,(206) 882-1590,1750
21199,Connors,Elizabeth,325 Burnett North,Renton,WA,98055,(425) 227-2119,9/28/2010,PROD,Seattle,(206) 221-2119,QR-31,R-5321,7,FALSE,Health Plus,Bob Irwin,(206) 221-1549,1750
21219,Tooper,Virginia,4102 N. E. 4th,Renton,WA,98056,(425) 226-2121,10/18/2010,PROD,Seattle,(206) 221-2121,QR-27,R-2661,15,FALSE,Group Health,Lynn Jarret,(206) 221-1366,1730
21245,Sweet,Jean,800 Rainier Ave. South,Renton,WA,98055,(425) 227-2124,11/13/2010,PROD,Renton,(425) 393-2124,PB-18,R-1779,3,FALSE,Blue Cross,Frank Sullivan,(206) 393-1000,1704
21258,Bergman,Cecelia,100 Rainier Ave. South,Renton,WA,98055,(425) 227-2125,11/26/2010,ENGR,Renton,(425) 393-2125,XJ-67,E-1089,18,FALSE,Blue Cross,Dave Rogers,(206) 393-1973,1691
21265,Nichols,Bill,315 S. 3rd,Renton,WA,98055,(425) 227-2126,12/3/2010,PROD,Seattle,(206) 221-2126,QR-35,R-2661,8,FALSE,Health Plus,Marsha Mosley,(206) 221-1975,1684
21289,Swanson,Carol,724 S. 3rd,Renton,WA,98055,(425) 227-2128,12/27/2010,PROD,Seattle,(206) 221-2128,QR-06,R-5321,14,FALSE,Group Health,Joe Stone,(206) 221-2252,1660
21308,Wood,Andrew,1734 S. Central Ave.,Kent,WA,98032,(253) 872-2130,1/15/2011,PROD,Seattle,(206) 221-2130,QR-07,R-2661,11,FALSE,Group Health,Eleanor Lancaster,(206) 221-1124,1641
